Bandwidth_GB_Year,Outage_sec_perweek,Children,Age,Income,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Techie_Yes,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_No service,StreamingMovies_Yes,StreamingTV_Yes
1081.814362,5.312361826,1.0,53.0,11211.59,15,1,0,3.471329958,267.4362279,0,1,0,1,0,1,1
1209.961168,13.92937482,1.0,52.0,8283.29,11,0,1,5.478588204,162.6090148,0,0,0,0,0,0,0
897.5919144,44.72520233,2.0,26.0,10114.81,16,1,1,3.312991809,258.4081654,0,0,0,1,0,1,0
1340.930156,8.15350077,1.0,25.0,33186.785,9,2,0,7.161561527,138.7077155,0,1,0,0,0,0,0
1113.993679,17.68357553,1.0,66.0,25397.44,12,1,0,9.847563364,185.8072481,0,0,1,1,0,1,0
1530.10769,7.790281114,1.0,72.0,50336.5,10,1,1,16.04202196,147.2911879,0,0,1,1,0,0,0
3382.424,38.90533531,3.0,53.0,38211.37,12,1,0,9.179779682,199.9341262,0,0,0,1,0,0,1
892.8964931,6.522328696,3.0,53.0,52887.26,16,2,0,36.19603,105.9429467,0,0,0,0,0,0,0
1125.581944,11.1979215,4.0,41.0,12003.33,11,1,2,3.924254455,253.7918326,0,0,1,1,0,1,1
2016.710031,8.561096928,4.0,53.0,24090.62,13,0,0,18.55959629,192.7622768,0,0,1,1,0,1,0
1412.736809,13.89466275,0.0,53.0,33186.785,6,0,0,8.798394712,243.3707028,0,0,1,1,0,1,1
3382.424,10.87564115,2.0,44.0,33186.785,5,1,0,10.377366,245.4671211,0,0,0,0,1,1,1
2384.885909,12.60910718,1.0,23.0,132116.33,11,1,0,22.25746016,185.0719404,0,0,0,1,0,1,0
1213.940165,9.315148629,1.0,43.0,37358.13,11,1,0,9.427146079,194.5713157,0,0,0,1,0,0,0
740.010722,8.561161123,1.0,86.0,26534.16,11,2,2,7.760290062,105.6553743,0,0,1,0,1,0,1
897.9716153,12.37711977,2.0,84.0,33186.785,14,0,1,11.56938439,92.42950948,0,0,0,0,1,0,0
1026.387172,9.523347957,2.0,53.0,33186.785,13,3,0,3.343811019,185.545865,0,0,0,0,0,1,0
1234.244324,8.546827521,5.0,68.0,43820.85,12,1,0,7.338869531,188.1878188,0,0,0,0,1,1,1
727.3731845,2.663660525,1.0,59.0,38391.55,8,0,0,5.486534225,148.4154058,0,0,0,1,0,0,1
452.8721504,8.505759564,0.0,31.0,44137.6,6,0,0,1.55278221,167.3108222,1,1,0,1,0,0,1
1296.674543,7.93962081,0.0,51.0,33186.785,11,2,0,12.07970325,158.9035122,0,0,0,1,0,0,0
1840.628269,12.13605498,1.0,58.0,62359.91,11,1,1,13.98666226,131.1822001,0,1,0,0,0,0,1
1324.330108,9.531952076,1.0,73.0,82634.86,11,0,1,9.563362997,116.095233,0,0,0,0,0,0,0
958.1397059,11.31019855,1.0,33.0,15690.25,11,0,1,6.732948946,142.3770231,0,0,1,0,1,1,0
3382.424,11.23344836,1.0,53.0,14568.7,15,2,0,15.72071086,221.1610613,0,0,1,0,1,1,1
676.712908,9.276154842,0.0,49.0,33186.785,9,1,0,7.233605493,125.8287767,0,0,1,1,0,0,0
1086.990308,7.273891516,1.0,26.0,55319.23,12,1,0,2.871017037,163.8522919,0,1,0,0,0,1,0
704.7540406,39.88390274,1.0,25.0,81831.49,10,3,0,2.344875382,225.2947474,0,0,0,1,0,0,1
1416.444695,8.599583947,0.0,42.0,100076.65,14,3,0,7.960490246,150.2616031,0,0,0,0,0,1,0
1095.950634,5.487498047,1.0,81.0,69965.65,15,0,0,12.25062113,91.90732298,0,0,0,0,1,0,0
1083.610268,14.22358433,1.0,43.0,34883.69,13,0,0,36.19603,128.1616569,1,0,0,0,1,1,0
1570.641337,9.701727666,2.0,53.0,33186.785,14,1,0,7.916533093,185.1946788,0,0,1,0,0,0,1
1007.425553,7.029314673,3.0,70.0,10964.73,11,0,1,4.471254161,265.9812978,0,0,0,1,0,1,1
1323.028419,10.76672425,1.0,53.0,33186.785,19,1,0,10.79028074,207.5721417,0,0,0,1,0,1,1
1808.730555,7.802308089,0.0,48.0,52636.6,17,0,1,12.24190682,152.3606978,0,0,0,0,0,0,1
1120.241472,9.793779624,1.0,63.0,19048.13,18,2,1,2.203859443,198.6516357,0,0,0,0,0,1,1
2676.789803,5.824350345,4.0,60.0,42784.82,12,0,0,23.92132231,212.350527,0,1,0,0,1,1,1
1268.086909,7.013094993,0.0,87.0,77996.88,17,0,0,3.7311787,254.1636111,1,1,0,0,0,1,1
822.6771666,32.03094504,3.0,54.0,47507.3,9,0,0,36.19603,162.6137295,0,0,1,1,0,0,0
3382.424,7.700593432,3.0,53.0,7724.73,9,0,1,36.19603,256.579456,0,0,0,1,0,1,1
3382.424,12.05902236,1.0,70.0,1509.52,16,0,0,2.378630018,214.1022755,0,0,0,1,0,1,0
1648.102673,13.64707199,2.0,67.0,81124.71,13,0,0,5.43464555,271.3744783,0,1,0,0,0,1,1
768.0874545,9.033079233,4.0,46.0,11795.57,11,0,0,1.092361222,201.5905907,0,0,1,0,1,1,1
2426.030626,6.796336078,1.0,53.0,33186.785,10,2,1,20.13981517,149.2913801,0,0,1,0,0,1,0
3382.424,13.69012091,1.0,24.0,19038.78,18,1,0,24.64873861,240.7606959,0,0,0,1,0,1,1
1129.549713,13.64419363,0.0,20.0,79167.77,17,0,0,9.677739656,126.242338,0,0,0,1,0,0,0
1771.286466,14.85470353,1.0,53.0,37428.26,13,2,1,9.82814183,188.6701828,0,1,0,0,0,1,1
943.3391244,17.35455406,1.0,53.0,45148.38,6,1,0,7.832238337,171.6836341,0,0,0,1,0,0,0
1907.226083,7.117737737,5.0,53.0,74855.47,13,3,0,19.45250317,191.0610724,0,0,1,1,0,1,0
1885.939118,7.949187078,4.0,71.0,33186.785,10,1,0,14.34766616,119.689113,0,0,0,0,0,0,0
631.7435653,8.999994263,1.0,32.0,71596.14,11,0,0,2.257358355,195.4035452,0,1,0,1,0,0,0
3382.424,4.274255962,1.0,33.0,10389.95,15,1,0,2.358129018,138.1911656,0,1,0,1,0,0,1
593.8572264,15.45723779,3.0,67.0,19657.14,12,3,0,4.650578623,115.8369419,0,0,0,0,1,0,0
777.3060718,7.703726062,0.0,66.0,27827.03,13,1,1,3.721772616,208.068307,0,0,0,0,1,1,1
1393.202392,8.926117575,1.0,53.0,33186.785,12,4,0,3.76663012,187.6215728,0,0,0,0,0,1,1
393.6524652,12.74200169,0.0,61.0,19815.63,13,0,2,4.151256695,136.0997678,0,1,0,1,0,0,0
3382.424,7.83211249,0.0,75.0,58482.9,13,0,0,2.188918771,192.0084484,0,0,0,1,0,1,0
2138.107161,13.60393581,1.0,63.0,33186.785,9,1,0,13.85488928,221.0353527,0,0,0,0,0,1,1
443.984031,5.655483352,0.0,68.0,115510.46,3,1,0,3.273341151,163.0404044,0,0,1,1,0,1,0
2481.385603,8.065866812,2.0,32.0,33186.785,7,1,1,19.75096265,161.1025056,0,0,1,0,0,0,0
2233.567181,11.47541549,1.0,53.0,33186.785,7,1,0,18.38404445,186.6210869,0,0,1,0,0,1,0
3382.424,10.37979788,0.0,29.0,24270.88,13,0,0,4.672610857,244.4658583,0,0,0,1,0,1,1
529.40733,8.657901827,0.0,53.0,54466.33,17,0,1,6.796299371,124.8019028,0,0,0,1,0,0,0
1956.7337,6.398436616,10.0,23.0,64816.84,14,1,1,36.19603,188.611913,0,0,0,1,0,0,1
2056.386979,9.33803434,1.0,80.0,103311.26,15,1,0,20.31163945,162.443765,0,0,0,1,0,0,0
1067.373076,12.24404403,0.0,20.0,33186.785,11,1,1,6.998814446,180.2362145,0,1,0,1,0,0,1
1806.135733,10.82210354,1.0,69.0,58077.38,12,1,1,14.46288204,222.7999248,0,0,0,0,1,1,1
1397.701335,14.2128601,1.0,53.0,43466.35,10,1,0,11.13472066,182.8863727,0,1,0,1,0,0,1
3382.424,12.58013188,0.0,53.0,23289.77,19,1,0,2.542296644,220.3400058,0,0,0,0,1,1,1
1886.531937,11.2210066,2.0,25.0,49158.49,9,1,0,36.19603,170.9110193,0,0,1,1,0,1,0
2294.781131,15.66159152,1.0,53.0,3805.84,16,0,2,22.79214163,205.7639543,0,0,0,1,0,0,1
826.3438621,5.535347323,3.0,71.0,52616.27,10,2,1,3.823689744,203.7817651,0,0,0,1,0,0,1
3382.424,8.06201289,3.0,53.0,30550.42,18,1,0,10.77094687,245.0660727,0,0,0,0,0,1,1
1436.793746,13.04270304,2.0,56.0,12154.01,11,0,2,13.08671185,170.9069787,0,0,0,0,1,0,1
1963.332683,13.73417339,0.0,42.0,30649.31,9,2,2,14.76468813,173.540759,0,0,0,0,0,1,0
1324.164906,11.35797937,3.0,33.0,31417.33,14,0,0,9.473091121,194.3065983,0,0,0,1,0,0,1
704.9375603,13.82441538,1.0,47.0,55861.19,16,1,0,5.197446331,135.5831384,0,0,0,1,0,0,1
3382.424,12.83804501,1.0,53.0,9044.26,18,3,1,6.577552683,194.0043524,0,0,1,1,0,1,0
377.0810282,8.357284687,1.0,63.0,33186.785,10,1,0,3.174571918,158.0420478,0,0,0,1,0,1,0
1606.489936,8.32819175,1.0,53.0,33186.785,9,0,0,17.88002366,113.2171506,0,0,0,1,0,0,0
1431.409396,10.54819139,0.0,67.0,12527.51,14,2,0,13.12190056,175.1031837,1,0,0,1,0,0,1
2253.85247,7.664895103,0.0,56.0,35499.06,13,3,0,23.34617699,162.9713747,1,0,0,1,0,0,1
1353.29384,9.418424281,1.0,24.0,33186.785,10,1,0,6.311709178,137.0944878,1,1,0,0,0,0,0
1701.457566,11.53243433,1.0,79.0,51237.28,12,3,0,12.58298231,276.0538352,0,0,1,1,0,1,1
3382.424,6.746267321,1.0,61.0,33186.785,16,1,1,7.120096363,128.4032505,0,0,0,0,0,1,0
1403.270091,8.809358115,0.0,53.0,11014.98,11,2,0,9.344886869,209.8844788,1,0,1,0,1,1,1
2603.903672,15.77290448,4.0,53.0,33186.785,13,1,0,22.37815032,146.6848887,1,0,1,0,0,0,0
1256.287854,4.767299756,3.0,53.0,26130.78,8,2,0,4.799514433,242.8850241,0,1,0,0,1,1,1
980.9935923,8.525291338,1.0,65.0,36478.21,14,2,0,10.04672315,116.2578796,1,0,0,0,1,0,0
1347.869205,8.601294241,1.0,35.0,54533.63,15,2,1,8.156552837,187.3140137,0,0,0,0,1,1,1
1127.267848,11.94399076,1.0,31.0,37103.18,9,3,1,7.992791229,149.3564756,0,0,1,0,1,0,1
1269.836202,12.00354554,2.0,34.0,74679.84,11,0,1,7.231032028,125.3158375,0,0,1,0,0,0,0
1038.745378,7.023897487,1.0,68.0,95028.57,13,0,0,4.627672042,221.1091638,0,0,0,0,1,1,1
1531.155367,12.24142125,0.0,53.0,34281.1,9,0,0,10.05306287,172.9731248,0,0,1,0,0,0,0
991.2441024,8.145156606,0.0,53.0,36240.81,14,0,1,4.171044392,118.9763446,0,0,1,0,0,0,0
3382.424,7.469785397,5.0,32.0,9515.64,11,4,0,4.568682641,219.2776188,0,0,0,0,1,1,1
1162.332926,39.69685071,0.0,47.0,125814.88,10,0,1,6.085030507,168.9164634,0,0,0,0,0,1,0
577.1157824,13.23580565,8.0,53.0,12995.68,12,1,1,2.730250735,161.8238002,0,0,0,1,0,1,0
1442.974877,1.870075975,1.0,70.0,33186.785,14,1,0,8.574901206,184.5090853,0,0,0,0,0,0,1
1577.208717,5.90315482,3.0,41.0,87354.99,10,0,0,9.743201772,253.2506431,0,0,0,1,0,1,1
886.9398744,33.93054202,1.0,59.0,76567.85,8,1,0,9.482919033,141.1274081,0,0,0,1,0,0,0
1065.06443,6.249019913,1.0,53.0,33186.785,12,0,0,8.447988841,179.0707979,0,0,1,1,0,0,0
951.886985,2.37365872,1.0,70.0,33186.785,17,0,0,36.19603,202.6966552,0,1,0,1,0,1,0
1404.435534,3.600274015,1.0,53.0,31600.92,12,2,0,7.251397592,196.0942607,0,1,0,0,0,0,1
3382.424,6.430566138,4.0,75.0,74638.78,10,3,1,14.64011644,255.0383823,0,1,0,1,0,1,1
3382.424,9.805488063,0.0,26.0,32652.3,9,0,1,11.71637124,177.3716663,1,0,0,0,0,0,1
700.7343179,11.63315076,4.0,25.0,63650.54,8,1,1,4.13273503,170.2282529,0,0,1,1,0,0,0
513.237305,11.37533904,1.0,53.0,28622.6,14,1,0,36.19603,192.516315,0,0,0,1,0,0,1
3382.424,13.11560931,1.0,53.0,33186.785,15,0,2,3.303030246,184.2688987,0,0,0,1,0,1,0
3382.424,10.41519664,3.0,31.0,19800.81,11,2,1,5.15825129,140.0646925,0,1,0,0,0,1,0
819.4195269,13.12456536,10.0,53.0,35954.77,14,1,0,3.237560234,136.8705643,0,0,0,0,1,1,0
882.1160656,15.38702472,8.0,53.0,36342.31,15,2,0,2.733109234,217.4503781,0,0,0,1,0,0,1
724.7803356,12.05074151,1.0,74.0,33186.785,17,1,0,3.180102025,210.2222873,0,0,1,0,1,1,1
3382.424,9.823213453,1.0,49.0,23204.98,10,2,0,15.85983755,104.6070477,0,0,1,0,0,0,0
1668.199119,14.42972975,1.0,47.0,35302.52,16,1,1,11.73724209,263.0255063,0,0,0,1,0,1,1
1124.353152,16.73300387,4.0,20.0,33186.785,17,2,0,7.006240694,154.5935618,0,0,0,0,1,1,0
3382.424,9.200556985,2.0,26.0,60398.06,10,2,0,5.562130367,173.2698122,0,1,0,0,0,1,0
1637.201426,7.873925555,2.0,72.0,8115.88,8,0,1,14.53027663,219.0979664,0,1,0,1,0,1,1
951.8524406,10.73651517,1.0,41.0,33858.66,13,0,0,5.905906389,162.6872403,1,0,0,1,0,0,1
1248.097652,11.6225905,1.0,26.0,29950.47,12,2,1,3.260462654,184.2411228,0,0,0,0,0,1,0
2220.255405,9.985758463,4.0,55.0,49421.69,12,3,0,18.91276578,217.1759217,0,1,0,1,0,1,0
1669.202417,9.261203343,1.0,46.0,33186.785,11,2,1,14.25617986,220.8670688,0,0,1,1,0,1,1
990.0555076,9.06736268,0.0,87.0,15388.32,13,1,2,7.983887266,188.8828828,1,1,0,0,1,1,1
967.9819136,7.519193234,1.0,39.0,33186.785,9,2,1,5.969967132,175.495369,1,0,1,1,0,0,1
2190.259876,11.54405238,0.0,53.0,47877.81,12,0,0,19.95277818,252.7773675,0,0,1,1,0,1,1
1445.752781,10.22501535,0.0,53.0,46154.17,13,1,0,14.85781115,129.8069322,0,1,0,0,1,0,0
528.6553088,16.4453186,0.0,50.0,107111.8,12,2,0,2.600063739,163.5417337,0,0,0,1,0,1,0
1296.481055,9.848350148,3.0,87.0,10403.59,13,2,1,11.92299244,181.6357117,0,0,0,1,0,0,1
1195.393037,10.71627075,3.0,76.0,22412.6,13,0,0,5.972864167,140.0267951,0,0,1,0,0,0,1
3382.424,10.26769571,1.0,25.0,19476.27,13,1,0,10.87555535,199.5164467,1,0,1,0,1,1,1
3382.424,8.685938977,3.0,34.0,96382.76,14,0,0,16.00330155,202.7881738,0,0,1,0,1,1,1
1238.421347,7.612883323,1.0,46.0,28022.56,11,0,1,12.63074989,158.567181,0,0,1,1,0,1,0
847.110799,6.868690404,1.0,53.0,33186.785,7,2,0,8.4944392,149.2144362,0,0,0,1,0,0,1
1112.937102,10.39267899,8.0,57.0,33186.785,12,1,1,8.044444101,151.1347447,0,0,0,1,0,1,0
1623.045026,8.703192042,3.0,58.0,87537.25,14,0,1,12.07358377,136.5814796,0,0,1,0,0,0,0
1479.730181,13.6104781,4.0,70.0,33186.785,12,0,0,10.21634248,187.906212,0,1,0,0,1,1,1
2144.735024,5.661160853,0.0,53.0,32653.51,7,1,0,15.50354683,166.2744191,0,0,0,0,0,0,1
1522.289512,11.71135346,1.0,31.0,35321.46,11,0,3,36.19603,161.0835097,0,0,0,1,0,1,0
1974.780054,11.83990902,0.0,38.0,49277.48,10,1,0,19.48900163,171.4896574,0,1,0,1,0,0,1
1261.177198,4.278562665,0.0,53.0,37297.82,11,0,0,10.01771765,205.4608577,0,0,1,1,0,0,1
939.7181324,17.72745923,2.0,53.0,14928.96,14,2,0,7.34059599,147.6333142,0,1,0,1,0,0,0
1357.062854,12.17520352,3.0,66.0,33186.785,11,3,2,12.64742067,163.4094824,0,0,0,1,0,0,1
1456.887443,38.84239397,1.0,58.0,87535.71,15,0,1,8.850426839,150.2503098,0,0,1,0,0,0,1
937.5863866,6.716441223,6.0,51.0,63166.87,11,2,0,3.701557118,208.2316853,0,1,0,1,0,1,1
830.1193011,12.96882577,1.0,34.0,11856.81,14,1,0,2.976033785,194.0602663,0,1,0,0,1,1,0
737.8564608,8.006243337,1.0,53.0,27326.79,14,1,0,5.522376826,175.0764532,0,0,1,1,0,0,1
1781.854862,13.44168712,1.0,53.0,12779.23,9,2,1,15.64596698,241.0182456,0,0,0,1,0,1,1
2464.577489,12.58697596,4.0,59.0,25519.91,12,1,1,23.00764441,239.8799022,0,0,0,1,0,1,1
2392.203409,8.221151632,7.0,23.0,46871.21,10,0,0,17.24924155,139.2626039,0,1,0,0,0,0,0
1664.19271,10.43154214,1.0,42.0,77383.72,12,0,0,13.01107597,240.0359705,0,0,0,1,0,1,1
1433.616898,12.86494455,1.0,24.0,47395.3,11,3,0,5.104082209,210.9942342,0,0,1,0,0,1,0
823.4933243,10.198227,2.0,81.0,90977.74,10,3,0,3.521499924,146.8941358,0,0,1,0,0,0,0
1468.357421,10.83533213,8.0,78.0,135727.71,14,0,0,8.08137067,107.2768979,0,0,0,0,0,0,0
590.7765801,8.076759639,1.0,53.0,47726.25,8,5,0,1.875430489,152.4044424,0,0,0,0,1,1,0
418.6206885,9.449583271,1.0,53.0,51721.64,12,2,0,36.19603,79.37456044,0,1,0,0,1,0,0
1181.991846,5.622265645,1.0,87.0,41531.03,13,2,0,7.007695148,141.0594068,0,0,1,0,0,1,0
733.4036934,9.726562155,0.0,46.0,33504.8,14,1,0,1.408375942,118.208419,0,1,0,0,0,0,1
1719.173387,14.81062846,8.0,56.0,34197.3,14,2,1,11.64983735,219.2027657,0,0,0,1,0,1,1
3382.424,40.45405338,1.0,53.0,11518.58,11,3,0,2.964559883,179.4974765,1,0,1,0,0,1,0
1261.032763,12.96792817,0.0,33.0,31065.17,9,2,1,10.25635754,173.0313406,0,0,0,1,0,0,1
741.7766988,13.39285711,0.0,19.0,32097.17,14,1,1,3.892407013,202.2148537,0,0,0,1,0,1,0
932.6084359,16.68993581,1.0,31.0,23424.88,12,2,1,3.226996711,211.8578547,0,0,1,1,0,1,1
1708.614019,11.8025558,1.0,34.0,35988.24,9,0,0,15.87685513,140.0405498,0,1,0,0,1,1,0
1363.58603,8.245454579,4.0,43.0,35539.7,11,0,1,5.874064017,140.4453409,0,0,1,0,0,1,0
472.1057019,6.842044469,1.0,82.0,27959.34,5,1,0,36.19603,137.1507668,0,0,0,1,0,0,1
558.2340556,7.728726815,6.0,36.0,52232.97,13,1,0,2.905283283,101.8438362,0,0,0,0,1,0,0
815.194738,7.996493886,1.0,48.0,18198.59,17,3,0,36.19603,251.2063088,0,0,0,1,0,1,1
2007.303617,10.99292261,0.0,53.0,16851.94,11,0,1,18.56165869,195.0369893,0,0,0,0,1,1,0
2088.48083,11.17905717,1.0,35.0,33186.785,16,1,0,12.39088509,242.9275515,0,0,0,0,0,1,1
1430.761492,8.339726664,3.0,83.0,44223.58,15,2,0,36.19603,128.4458312,0,0,0,0,1,0,1
822.3008694,40.90444776,0.0,20.0,33343.73,14,1,0,3.86023041,159.4921694,0,0,1,0,1,0,1
2059.200998,9.937781234,0.0,25.0,30664.56,13,4,0,17.72593456,240.4725051,0,1,0,1,0,1,1
617.542543,9.565037275,0.0,88.0,31934.04,18,1,0,3.043063167,173.7486679,0,0,0,1,0,0,1
3382.424,9.449157817,1.0,54.0,26676.4,8,0,0,5.827112819,169.4114847,0,1,0,1,0,0,1
894.6733856,5.345632153,1.0,46.0,67211.95,12,0,1,4.648958177,161.3456391,0,0,0,0,1,1,0
1639.898269,11.80973568,2.0,75.0,33186.785,14,1,0,11.96274778,121.061571,0,0,0,0,0,0,1
3382.424,11.66008875,1.0,53.0,33186.785,11,0,1,4.525864256,137.5151398,0,0,0,1,0,0,1
1092.226042,7.637502914,0.0,51.0,10606.59,12,1,1,8.038308899,207.0882684,1,0,1,1,0,0,1
757.0097075,14.82772628,3.0,81.0,92447.71,12,0,0,1.416592892,149.680349,0,1,0,0,0,0,0
2301.850721,12.52705314,0.0,53.0,13612.16,18,0,0,19.83504645,225.0692433,0,0,0,0,1,1,1
2401.406545,46.51160684,3.0,53.0,13765.39,8,2,0,15.85002222,262.467632,0,0,0,0,0,1,1
3382.424,10.77879107,2.0,73.0,33186.785,10,2,1,15.94935291,117.1667279,0,0,0,0,1,0,1
1536.589816,11.25662827,1.0,53.0,33186.785,12,1,1,11.94550648,135.7269647,0,0,0,0,0,0,0
2153.778421,8.578383742,8.0,53.0,52143.7,14,1,1,16.03360405,217.5311821,0,0,0,1,0,1,1
2409.195918,8.147436948,5.0,41.0,19097.94,13,0,1,21.29342532,125.7386793,0,0,1,0,0,0,0
1342.862457,10.08453268,1.0,53.0,11301.4,11,0,0,4.95598008,200.2278699,0,1,0,0,0,0,1
1046.054674,17.58235715,3.0,53.0,17814.0,14,0,0,2.73951266,159.3345151,0,0,0,0,0,1,0
1204.479468,10.47191807,1.0,32.0,22533.05,13,1,1,4.973046104,242.0777704,0,1,0,1,0,1,1
1616.908193,4.384853846,3.0,51.0,19974.4,10,2,0,10.28430068,254.0815401,0,0,0,1,0,1,1
345.0099528,12.88572158,1.0,46.0,33186.785,11,1,1,2.581692044,135.7593412,0,0,1,1,0,0,0
1427.088655,7.418713911,1.0,53.0,10330.1,9,1,0,6.945736396,160.4473126,0,0,0,0,0,1,0
1452.334634,15.33955781,0.0,53.0,15281.28,8,3,0,9.999416271,140.4855104,0,0,0,0,0,0,0
795.4957358,11.62807867,1.0,62.0,11217.96,15,2,0,6.035737465,178.9084869,0,0,0,1,0,1,0
3382.424,40.37825997,1.0,57.0,17516.0,13,0,1,9.004964377,156.4142359,0,0,0,0,0,0,0
1402.20491,6.577888464,1.0,80.0,20566.64,10,1,0,5.071456681,232.3004667,0,1,0,0,0,1,1
1447.196935,11.17573274,1.0,43.0,36128.68,12,1,1,12.02106494,194.8797867,0,0,0,1,0,0,0
3382.424,9.189926627,1.0,35.0,33186.785,10,1,0,5.049303717,267.3195741,1,0,0,0,0,1,1
1707.641161,7.689595509,1.0,63.0,25985.06,11,1,0,18.17247008,148.1522435,0,0,1,1,0,1,0
2181.752793,11.80768461,1.0,63.0,10909.79,15,2,0,15.31997698,219.7040269,0,0,1,0,0,1,1
1575.683555,7.555277641,1.0,27.0,41151.14,11,3,0,16.0708543,156.7666268,0,0,0,1,0,0,0
1029.489242,11.60411689,4.0,19.0,33186.785,14,3,0,7.873371451,128.8304885,0,0,1,0,1,1,0
2370.184448,4.670466685,1.0,53.0,20414.07,12,1,1,23.62866494,137.9086117,1,0,1,0,1,0,1
3309.919373,12.57508459,0.0,42.0,41412.1,8,1,0,25.8634566,255.2383034,0,0,0,0,0,1,1
1623.273925,10.87949437,1.0,53.0,33186.785,16,1,0,9.405224809,197.9321043,0,1,0,0,0,1,0
1146.199921,9.257179563,1.0,72.0,33186.785,12,2,0,12.84490034,179.8599108,1,0,0,1,0,0,0
3382.424,18.29186826,1.0,61.0,15930.45,10,0,1,16.59325254,175.8553926,1,0,0,0,0,0,1
2512.36494,13.33224185,1.0,53.0,25611.29,11,0,0,20.35456039,187.5045874,0,0,0,0,0,1,1
1297.388488,11.7586707,1.0,68.0,9428.86,7,0,1,12.00925702,169.7444432,0,0,0,1,0,1,0
