Unnamed: 0,Children,Age,Education,Employment,Income,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Contract,InternetService,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Solutions,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,Techie_Yes,Port_modem_Yes,Tablet_Yes,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes
24,3.0,75.0,Regular High School Diploma,Full Time,28520.32,Female,Yes,14.54825704,15,1,0,Month-to-month,No service,5.770390256,163.3124055,870.76398,3,3,4,2,4,4,3,4,False,False,True,True,True,True,False,True,False,False,True,False
25,1.0,77.0,GED or Alternative Credential,Full Time,12558.83,Male,Yes,11.37952059,12,1,0,Month-to-month,DSL,4.157658837,94.06699355,774.2937069,4,4,4,4,2,4,5,5,False,False,True,True,False,False,False,False,False,False,False,False
26,1.0,47.0,Bachelor's Degree,Retired,8762.23,Female,Yes,16.1723942,15,0,1,Month-to-month,Fiber Optic,10.40566091,222.9597637,1506.446527,5,3,5,3,3,5,4,4,False,True,False,True,False,True,False,True,False,True,True,False
27,1.0,70.0,Master's Degree,Part Time,43882.72,Female,Yes,15.8467065,12,0,0,Month-to-month,No service,1.392421597,141.092117,419.0508708,2,2,3,4,4,2,2,2,False,True,False,True,False,False,True,True,False,True,False,True
29,4.0,69.0,Bachelor's Degree,Student,33186.785,Male,Yes,12.35437248,18,1,0,Two Year,DSL,5.425864884,259.3879183,1745.125956,4,4,4,3,2,5,5,4,False,False,True,True,True,True,True,True,False,True,True,True
31,1.0,40.0,"9th Grade to 12th Grade, No Diploma",Unemployed,21793.88,Female,No,4.776157747,13,2,0,Two Year,No service,36.19603,147.8152871,492.4771472,2,3,4,3,3,2,4,3,False,False,True,True,True,False,True,False,False,False,False,False
32,6.0,82.0,GED or Alternative Credential,Retired,51960.51,Female,Yes,8.913416857,9,0,0,Month-to-month,Fiber Optic,4.727388465,230.2438882,1013.993166,4,4,4,5,2,5,3,5,False,True,True,True,False,False,True,False,False,True,True,True
33,5.0,53.0,Regular High School Diploma,Full Time,33186.785,Male,Yes,11.99819427,8,1,1,Month-to-month,DSL,20.89923386,175.8247451,3382.424,5,5,4,3,5,3,4,1,False,False,False,True,True,True,True,False,False,True,False,False
34,1.0,53.0,Bachelor's Degree,Full Time,11211.59,Male,Yes,5.312361826,15,1,0,One year,Fiber Optic,3.471329958,267.4362279,1081.814362,6,5,5,5,2,6,5,5,False,True,False,True,True,True,False,True,True,True,True,False
35,1.0,52.0,"9th Grade to 12th Grade, No Diploma",Full Time,8283.29,Male,Yes,13.92937482,11,0,1,Month-to-month,DSL,5.478588204,162.6090148,1209.961168,4,2,3,4,3,3,4,3,False,True,False,True,True,True,True,False,True,False,False,True
37,1.0,25.0,Bachelor's Degree,Full Time,33186.785,Female,No,8.15350077,9,2,0,One year,DSL,7.161561527,138.7077155,1340.930156,5,6,4,2,5,3,3,3,False,True,True,True,True,True,False,True,False,False,False,True
38,1.0,66.0,"Some College, Less than 1 Year",Full Time,25397.44,Female,No,17.68357553,12,1,0,Two Year,Fiber Optic,9.847563364,185.8072481,1113.993679,4,4,3,4,2,4,4,5,False,True,False,True,False,True,True,False,True,False,True,False
39,1.0,72.0,Regular High School Diploma,Full Time,50336.5,Male,No,7.790281114,10,1,1,Two Year,Fiber Optic,16.04202196,147.2911879,1530.10769,3,4,3,6,4,4,6,2,False,True,False,True,False,False,True,True,False,False,False,False
41,3.0,53.0,"Some College, 1 or More Years, No Degree",Retired,52887.26,Male,No,6.522328696,16,2,0,Month-to-month,DSL,36.19603,105.9429467,892.8964931,3,3,2,3,5,4,3,3,False,True,False,True,False,True,False,False,True,False,False,True
42,4.0,41.0,Master's Degree,Full Time,12003.33,Male,Yes,11.1979215,11,1,2,Two Year,Fiber Optic,3.924254455,253.7918326,1125.581944,3,3,3,5,1,4,3,4,False,True,False,True,True,True,False,False,True,True,True,False
43,4.0,53.0,"Some College, Less than 1 Year",Retired,24090.62,Male,No,8.561096928,13,0,0,Two Year,Fiber Optic,18.55959629,192.7622768,2016.710031,3,3,3,3,4,3,3,4,False,True,True,True,True,False,False,False,True,False,True,True
44,0.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Female,Yes,13.89466275,6,0,0,Two Year,Fiber Optic,8.798394712,243.3707028,1412.736809,4,4,4,4,3,4,3,4,False,True,False,True,True,True,False,False,False,True,True,True
45,2.0,44.0,Regular High School Diploma,Full Time,33186.785,Female,Yes,10.87564115,5,1,0,Month-to-month,No service,10.377366,245.4671211,3382.424,3,3,2,2,4,3,5,2,False,True,True,True,True,True,True,True,False,True,True,True
47,1.0,43.0,Regular High School Diploma,Full Time,37358.13,Female,Yes,9.315148629,11,1,0,Month-to-month,Fiber Optic,9.427146079,194.5713157,1213.940165,4,5,3,4,3,3,4,3,False,False,False,True,True,True,True,True,True,False,False,True
48,1.0,86.0,"Some College, 1 or More Years, No Degree",Part Time,26534.16,Female,No,8.561161123,11,2,2,Two Year,No service,7.760290062,105.6553743,740.010722,3,4,3,2,3,3,3,3,False,True,False,True,False,False,False,False,False,True,False,False
49,2.0,84.0,Bachelor's Degree,Full Time,33186.785,Female,No,12.37711977,14,0,1,Month-to-month,No service,11.56938439,92.42950948,897.9716153,3,3,4,3,5,3,3,4,False,False,True,True,False,False,False,False,True,False,False,True
50,2.0,53.0,"9th Grade to 12th Grade, No Diploma",Retired,33186.785,Female,Yes,9.523347957,13,3,0,Month-to-month,DSL,3.343811019,185.545865,1026.387172,2,2,3,4,3,5,2,4,False,True,False,True,True,False,False,True,True,False,True,False
51,5.0,68.0,Doctorate Degree,Full Time,43820.85,Female,Yes,8.546827521,12,1,0,Month-to-month,No service,7.338869531,188.1878188,1234.244324,2,3,3,5,4,2,3,2,False,True,False,True,False,False,False,True,False,True,True,True
52,1.0,59.0,"9th Grade to 12th Grade, No Diploma",Student,38391.55,Female,No,2.663660525,8,0,0,Month-to-month,Fiber Optic,5.486534225,148.4154058,727.3731845,4,4,4,3,4,2,5,4,False,False,False,True,False,False,False,True,False,True,False,True
53,0.0,31.0,Regular High School Diploma,Full Time,44137.6,Female,Yes,8.505759564,6,0,0,One year,Fiber Optic,1.55278221,167.3108222,452.8721504,4,4,3,4,4,4,2,3,True,False,False,True,True,False,False,False,False,True,False,True
54,0.0,51.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Male,Yes,7.93962081,11,2,0,Month-to-month,Fiber Optic,12.07970325,158.9035122,1296.674543,4,2,4,5,4,3,3,4,False,True,False,True,True,True,False,True,False,False,False,True
55,1.0,58.0,"Some College, 1 or More Years, No Degree",Full Time,62359.91,Female,No,12.13605498,11,1,1,One year,DSL,13.98666226,131.1822001,1840.628269,3,4,3,6,3,4,5,3,False,False,False,True,False,False,False,True,False,True,False,False
56,1.0,73.0,"9th Grade to 12th Grade, No Diploma",Full Time,82634.86,Male,Yes,9.531952076,11,0,1,Month-to-month,DSL,9.563362997,116.095233,1324.330108,5,4,3,5,3,3,5,4,False,False,False,True,False,False,True,False,False,False,False,True
57,1.0,33.0,Bachelor's Degree,Full Time,15690.25,Female,No,11.31019855,11,0,1,Two Year,No service,6.732948946,142.3770231,958.1397059,4,5,5,5,4,4,4,5,False,False,False,True,False,True,False,True,True,False,True,True
58,1.0,53.0,Regular High School Diploma,Full Time,14568.7,Male,Yes,11.23344836,15,2,0,Two Year,No service,15.72071086,221.1610613,3382.424,3,5,3,2,4,5,5,4,False,True,False,True,True,False,False,False,True,True,True,True
59,0.0,49.0,"9th Grade to 12th Grade, No Diploma",Student,33186.785,Female,No,9.276154842,9,1,0,Two Year,Fiber Optic,7.233605493,125.8287767,676.712908,5,5,3,4,4,5,5,4,False,False,False,True,False,False,False,True,False,False,False,True
60,1.0,26.0,"Some College, 1 or More Years, No Degree",Unemployed,55319.23,Female,No,7.273891516,12,1,0,One year,DSL,2.871017037,163.8522919,1086.990308,5,5,4,4,3,4,4,4,False,False,True,True,False,True,True,False,True,False,True,True
62,0.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,100076.65,Female,Yes,8.599583947,14,3,0,Month-to-month,DSL,7.960490246,150.2616031,1416.444695,5,5,5,4,3,2,4,4,False,True,False,True,False,True,True,False,False,False,True,True
63,1.0,81.0,GED or Alternative Credential,Full Time,69965.65,Male,No,5.487498047,15,0,0,Month-to-month,No service,12.25062113,91.90732298,1095.950634,5,5,5,3,4,3,2,5,False,False,True,True,False,False,False,True,False,False,False,False
64,1.0,43.0,Regular High School Diploma,Full Time,34883.69,Female,No,14.22358433,13,0,0,Month-to-month,No service,36.19603,128.1616569,1083.610268,4,4,4,3,4,4,3,3,True,False,True,True,False,False,False,True,False,False,True,True
65,2.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Male,No,9.701727666,14,1,0,Two Year,DSL,7.916533093,185.1946788,1570.641337,3,4,3,3,4,4,4,3,False,True,False,True,True,False,True,True,False,True,False,False
66,3.0,70.0,Regular High School Diploma,Full Time,10964.73,Female,Yes,7.029314673,11,0,1,Month-to-month,Fiber Optic,4.471254161,265.9812978,1007.425553,3,3,2,4,4,3,3,3,False,True,False,True,True,False,False,True,True,True,True,True
68,0.0,48.0,"Some College, Less than 1 Year",Unemployed,52636.6,Male,No,7.802308089,17,0,1,Month-to-month,DSL,12.24190682,152.3606978,1808.730555,3,1,2,2,5,2,2,1,False,True,True,True,True,True,False,False,False,True,False,False
69,1.0,63.0,"Some College, 1 or More Years, No Degree",Retired,19048.13,Female,Yes,9.793779624,18,2,1,Month-to-month,DSL,2.203859443,198.6516357,1120.241472,4,4,4,5,4,4,4,3,False,True,False,True,False,False,False,True,False,True,True,True
71,0.0,87.0,Regular High School Diploma,Full Time,77996.88,Male,Yes,7.013094993,17,0,0,One year,DSL,3.7311787,254.1636111,1268.086909,3,3,4,5,4,3,5,4,True,True,False,True,True,False,True,False,True,True,True,True
72,3.0,54.0,Associate's Degree,Unemployed,47507.3,Female,No,32.03094504,9,0,0,Two Year,Fiber Optic,36.19603,162.6137295,822.6771666,2,3,3,3,5,2,2,3,False,True,False,True,False,False,True,False,False,False,False,True
73,3.0,53.0,Associate's Degree,Full Time,7724.73,Male,Yes,7.700593432,9,0,1,Month-to-month,Fiber Optic,36.19603,256.579456,3382.424,4,3,2,3,3,3,3,4,False,True,False,True,False,False,True,True,True,True,True,True
74,1.0,70.0,Regular High School Diploma,Full Time,1509.52,Male,Yes,12.05902236,16,0,0,Month-to-month,Fiber Optic,2.378630018,214.1022755,3382.424,4,4,4,5,2,3,4,4,False,False,False,True,True,False,True,True,False,False,True,False
75,2.0,67.0,Regular High School Diploma,Retired,81124.71,Female,Yes,13.64707199,13,0,0,One year,DSL,5.43464555,271.3744783,1648.102673,3,3,4,3,5,3,3,4,False,True,True,True,True,True,True,True,True,True,True,True
76,4.0,46.0,Regular High School Diploma,Part Time,11795.57,Female,Yes,9.033079233,11,0,0,Two Year,No service,1.092361222,201.5905907,768.0874545,1,1,2,2,3,1,3,2,False,False,False,True,False,False,False,True,True,True,True,True
77,1.0,53.0,Associate's Degree,Full Time,33186.785,Male,No,6.796336078,10,2,1,Two Year,DSL,20.13981517,149.2913801,2426.030626,2,2,3,4,3,3,4,4,False,False,False,True,False,False,True,False,False,False,True,False
78,1.0,24.0,Regular High School Diploma,Full Time,19038.78,Female,Yes,13.69012091,18,1,0,Month-to-month,Fiber Optic,24.64873861,240.7606959,3382.424,4,4,5,1,4,4,3,3,False,False,True,True,True,False,False,False,False,True,True,True
79,0.0,20.0,Associate's Degree,Part Time,79167.77,Male,No,13.64419363,17,0,0,Month-to-month,Fiber Optic,9.677739656,126.242338,1129.549713,3,4,3,4,5,4,3,3,False,False,True,True,False,True,False,True,False,False,False,True
80,1.0,53.0,Master's Degree,Full Time,37428.26,Female,Yes,14.85470353,13,2,1,One year,DSL,9.82814183,188.6701828,1771.286466,3,4,3,2,5,3,3,4,False,True,False,True,False,False,False,False,False,True,True,False
81,1.0,53.0,Master's Degree,Full Time,45148.38,Male,No,17.35455406,6,1,0,Month-to-month,Fiber Optic,7.832238337,171.6836341,943.3391244,3,3,3,4,4,3,4,4,False,True,False,True,True,False,False,True,True,False,False,False
82,5.0,53.0,Nursery School to 8th Grade,Student,74855.47,Female,No,7.117737737,13,3,0,Two Year,Fiber Optic,19.45250317,191.0610724,1907.226083,4,4,4,3,1,5,4,4,False,True,False,True,True,False,False,False,True,False,True,False
83,4.0,71.0,Regular High School Diploma,Retired,33186.785,Male,No,7.949187078,10,1,0,Month-to-month,DSL,14.34766616,119.689113,1885.939118,4,4,3,3,4,3,2,5,False,False,True,True,False,True,False,True,True,False,False,True
84,1.0,32.0,Regular High School Diploma,Full Time,71596.14,Female,No,8.999994263,11,0,0,One year,Fiber Optic,2.257358355,195.4035452,631.7435653,5,3,5,5,3,3,5,2,False,True,False,True,True,True,True,True,True,False,False,False
85,1.0,33.0,Associate's Degree,Full Time,10389.95,Male,No,4.274255962,15,1,0,One year,Fiber Optic,2.358129018,138.1911656,3382.424,3,3,4,3,3,4,3,6,False,False,False,True,False,True,False,False,False,True,False,True
86,3.0,67.0,Nursery School to 8th Grade,Full Time,19657.14,Male,No,15.45723779,12,3,0,Month-to-month,No service,4.650578623,115.8369419,593.8572264,3,3,2,2,5,4,2,3,False,False,False,True,False,False,True,False,True,False,False,True
87,0.0,66.0,Bachelor's Degree,Retired,27827.03,Female,Yes,7.703726062,13,1,1,Month-to-month,No service,3.721772616,208.068307,777.3060718,4,3,3,6,1,4,3,3,False,True,False,True,True,False,False,False,False,True,True,False
89,0.0,61.0,Regular High School Diploma,Full Time,19815.63,Female,No,12.74200169,13,0,2,One year,Fiber Optic,4.151256695,136.0997678,393.6524652,3,2,3,4,3,4,5,4,False,True,True,True,False,False,True,False,False,False,False,True
90,0.0,75.0,"Some College, Less than 1 Year",Unemployed,58482.9,Female,Yes,7.83211249,13,0,0,Month-to-month,Fiber Optic,2.188918771,192.0084484,3382.424,3,3,3,3,3,4,3,3,False,False,False,True,True,False,False,True,False,False,True,True
91,1.0,63.0,Regular High School Diploma,Student,33186.785,Female,Yes,13.60393581,9,1,0,Month-to-month,DSL,13.85488928,221.0353527,2138.107161,3,2,3,2,4,3,2,4,False,True,True,False,False,False,True,True,False,True,True,True
93,2.0,32.0,Associate's Degree,Full Time,33186.785,Male,Yes,8.065866812,7,1,1,Two Year,DSL,19.75096265,161.1025056,2481.385603,2,2,3,3,3,3,3,3,False,True,False,True,True,False,True,True,False,False,False,False
94,1.0,53.0,Professional School Degree,Part Time,33186.785,Male,No,11.47541549,7,1,0,Two Year,DSL,18.38404445,186.6210869,2233.567181,3,2,3,4,2,4,5,3,False,False,True,True,True,False,False,True,True,False,True,True
95,0.0,29.0,Regular High School Diploma,Full Time,24270.88,Female,Yes,10.37979788,13,0,0,Month-to-month,Fiber Optic,4.672610857,244.4658583,3382.424,5,5,4,5,1,5,5,4,False,False,False,True,False,True,True,True,False,True,True,True
96,0.0,53.0,Regular High School Diploma,Full Time,54466.33,Female,No,8.657901827,17,0,1,Month-to-month,Fiber Optic,6.796299371,124.8019028,529.40733,4,4,4,3,2,4,3,4,False,False,False,True,False,False,False,True,False,False,False,False
98,1.0,80.0,"Some College, 1 or More Years, No Degree",Retired,103311.26,Male,No,9.33803434,15,1,0,Month-to-month,Fiber Optic,20.31163945,162.443765,2056.386979,5,4,4,3,4,4,5,5,False,False,False,True,False,True,True,True,True,False,False,True
99,0.0,20.0,Master's Degree,Full Time,33186.785,Male,No,12.24404403,11,1,1,One year,Fiber Optic,6.998814446,180.2362145,1067.373076,3,4,3,5,2,6,6,6,False,False,False,True,True,False,False,True,False,True,False,True
100,1.0,69.0,Nursery School to 8th Grade,Full Time,58077.38,Male,Yes,10.82210354,12,1,1,Month-to-month,No service,14.46288204,222.7999248,1806.135733,3,2,3,5,3,4,4,3,False,False,False,False,False,False,True,True,True,True,True,True
101,1.0,53.0,Bachelor's Degree,Full Time,43466.35,Male,No,14.2128601,10,1,0,One year,Fiber Optic,11.13472066,182.8863727,1397.701335,3,4,4,4,3,4,2,3,False,False,False,True,True,False,False,True,False,True,False,True
102,0.0,53.0,Bachelor's Degree,Full Time,23289.77,Female,Yes,12.58013188,19,1,0,Month-to-month,No service,2.542296644,220.3400058,3382.424,2,4,3,2,3,3,5,3,False,False,True,True,True,False,False,True,False,True,True,True
103,2.0,25.0,Regular High School Diploma,Full Time,49158.49,Male,No,11.2210066,9,1,0,Two Year,Fiber Optic,36.19603,170.9110193,1886.531937,4,4,3,4,3,3,3,4,False,False,False,True,False,False,True,False,False,False,True,True
104,1.0,53.0,Bachelor's Degree,Full Time,3805.84,Male,Yes,15.66159152,16,0,2,Month-to-month,Fiber Optic,22.79214163,205.7639543,2294.781131,3,3,3,3,2,4,4,4,False,True,False,False,True,False,True,True,False,True,False,True
105,3.0,71.0,GED or Alternative Credential,Retired,52616.27,Male,Yes,5.535347323,10,2,1,Month-to-month,Fiber Optic,3.823689744,203.7817651,826.3438621,3,5,3,2,4,2,4,2,False,False,False,True,True,False,True,True,False,True,False,False
106,3.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,30550.42,Female,Yes,8.06201289,18,1,0,Month-to-month,DSL,10.77094687,245.0660727,3382.424,3,3,2,4,3,2,4,3,False,False,False,True,True,True,True,False,False,True,True,False
107,2.0,56.0,"Some College, 1 or More Years, No Degree",Student,12154.01,Prefer not to answer,Yes,13.04270304,11,0,2,Month-to-month,No service,13.08671185,170.9069787,1436.793746,4,4,3,3,5,3,2,2,False,False,True,True,True,False,True,False,True,True,False,True
108,0.0,42.0,Regular High School Diploma,Full Time,30649.31,Male,Yes,13.73417339,9,2,2,Month-to-month,DSL,14.76468813,173.540759,1963.332683,4,3,4,3,5,4,2,3,False,True,False,False,True,False,False,False,True,False,True,False
109,3.0,33.0,Associate's Degree,Part Time,31417.33,Male,Yes,11.35797937,14,0,0,Month-to-month,Fiber Optic,9.473091121,194.3065983,1324.164906,2,2,2,2,4,2,3,2,False,False,False,True,True,False,False,True,True,True,False,True
110,1.0,47.0,Associate's Degree,Full Time,55861.19,Male,No,13.82441538,16,1,0,Month-to-month,Fiber Optic,5.197446331,135.5831384,704.9375603,4,4,4,4,3,3,4,3,False,False,False,True,False,False,False,False,False,True,False,True
111,1.0,53.0,Bachelor's Degree,Student,9044.26,Female,Yes,12.83804501,18,3,1,Two Year,Fiber Optic,6.577552683,194.0043524,3382.424,3,4,4,4,2,3,4,4,False,True,True,True,True,False,False,True,False,False,True,True
112,1.0,63.0,Associate's Degree,Full Time,33186.785,Female,Yes,8.357284687,10,1,0,Month-to-month,Fiber Optic,3.174571918,158.0420478,377.0810282,4,3,4,2,3,3,3,3,False,True,False,True,False,False,False,False,True,False,True,False
113,1.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Male,No,8.32819175,9,0,0,Month-to-month,Fiber Optic,17.88002366,113.2171506,1606.489936,3,3,3,3,3,3,3,4,False,False,False,True,False,False,False,False,False,False,False,True
114,0.0,67.0,"Some College, Less than 1 Year",Full Time,12527.51,Male,Yes,10.54819139,14,2,0,Month-to-month,Fiber Optic,13.12190056,175.1031837,1431.409396,5,4,4,3,3,5,3,4,True,False,False,True,False,True,True,False,True,True,False,True
115,0.0,56.0,"Some College, Less than 1 Year",Full Time,35499.06,Female,No,7.664895103,13,3,0,Month-to-month,Fiber Optic,23.34617699,162.9713747,2253.85247,6,5,4,4,4,3,5,3,True,False,False,True,False,True,True,False,False,True,False,False
116,1.0,24.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Female,No,9.418424281,10,1,0,One year,DSL,6.311709178,137.0944878,1353.29384,5,5,4,3,3,3,3,3,True,True,True,True,True,False,False,True,False,False,False,True
117,1.0,79.0,"9th Grade to 12th Grade, No Diploma",Part Time,51237.28,Female,No,11.53243433,12,3,0,Two Year,Fiber Optic,12.58298231,276.0538352,1701.457566,4,5,4,4,1,4,4,4,False,False,True,True,True,False,True,True,False,True,True,True
118,1.0,61.0,Regular High School Diploma,Full Time,33186.785,Male,Yes,6.746267321,16,1,1,Month-to-month,DSL,7.120096363,128.4032505,3382.424,4,3,4,5,3,5,4,4,False,True,False,True,False,False,False,False,False,False,True,False
119,0.0,53.0,Bachelor's Degree,Full Time,11014.98,Male,Yes,8.809358115,11,2,0,Two Year,No service,9.344886869,209.8844788,1403.270091,4,4,4,4,3,4,4,4,True,False,False,True,False,False,True,False,True,True,True,False
120,4.0,53.0,Regular High School Diploma,Student,33186.785,Female,No,15.77290448,13,1,0,Two Year,DSL,22.37815032,146.6848887,2603.903672,5,4,5,2,3,4,4,3,True,False,False,True,True,False,True,False,False,False,False,True
121,3.0,53.0,Bachelor's Degree,Full Time,26130.78,Male,Yes,4.767299756,8,2,0,One year,No service,4.799514433,242.8850241,1256.287854,4,4,2,3,3,4,5,5,False,True,True,True,True,False,True,True,False,True,True,True
122,1.0,65.0,"Some College, 1 or More Years, No Degree",Student,36478.21,Male,No,8.525291338,14,2,0,Month-to-month,No service,10.04672315,116.2578796,980.9935923,2,2,3,4,3,3,4,4,True,False,True,True,False,False,True,False,True,False,False,True
123,1.0,35.0,Master's Degree,Full Time,54533.63,Female,No,8.601294241,15,2,1,Month-to-month,No service,8.156552837,187.3140137,1347.869205,4,4,4,3,4,3,3,4,False,True,True,True,False,False,False,True,False,True,True,True
124,1.0,31.0,Bachelor's Degree,Student,37103.18,Female,No,11.94399076,9,3,1,Two Year,No service,7.992791229,149.3564756,1127.267848,2,2,3,5,5,1,2,2,False,True,False,True,True,False,False,True,False,True,False,False
125,2.0,34.0,"Some College, 1 or More Years, No Degree",Full Time,74679.84,Male,No,12.00354554,11,0,1,Two Year,DSL,7.231032028,125.3158375,1269.836202,4,3,3,3,4,5,4,4,False,True,True,True,True,False,False,False,False,False,False,False
126,1.0,68.0,Master's Degree,Full Time,95028.57,Male,Yes,7.023897487,13,0,0,Month-to-month,No service,4.627672042,221.1091638,1038.745378,3,3,3,3,4,3,3,3,False,True,True,True,True,False,False,True,False,True,True,True
127,0.0,53.0,Bachelor's Degree,Full Time,34281.1,Male,No,12.24142125,9,0,0,Two Year,DSL,10.05306287,172.9731248,1531.155367,5,5,4,2,5,3,4,3,False,False,False,False,True,False,True,True,True,False,False,False
