Outage_sec_perweek,Children,Age,Income,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Techie,Contract,InternetService,StreamingMovies,StreamingTV,Bandwidth_GB_Year
10.76672425,1.0,53.0,33186.785,19,1,0,10.79028074,207.5721417,No,Month-to-month,Fiber Optic,Yes,Yes,1323.028419
7.802308089,0.0,48.0,52636.6,17,0,1,12.24190682,152.3606978,No,Month-to-month,DSL,No,Yes,1808.730555
9.793779624,1.0,63.0,19048.13,18,2,1,2.203859443,198.6516357,No,Month-to-month,DSL,Yes,Yes,1120.241472
5.824350345,4.0,60.0,42784.82,12,0,0,23.92132231,212.350527,No,One year,No service,Yes,Yes,2676.789803
7.013094993,0.0,87.0,77996.88,17,0,0,3.7311787,254.1636111,Yes,One year,DSL,Yes,Yes,1268.086909
32.03094504,3.0,54.0,47507.3,9,0,0,36.19603,162.6137295,No,Two Year,Fiber Optic,No,No,822.6771666
7.700593432,3.0,53.0,7724.73,9,0,1,36.19603,256.579456,No,Month-to-month,Fiber Optic,Yes,Yes,3382.424
12.05902236,1.0,70.0,1509.52,16,0,0,2.378630018,214.1022755,No,Month-to-month,Fiber Optic,Yes,No,3382.424
13.64707199,2.0,67.0,81124.71,13,0,0,5.43464555,271.3744783,No,One year,DSL,Yes,Yes,1648.102673
9.033079233,4.0,46.0,11795.57,11,0,0,1.092361222,201.5905907,No,Two Year,No service,Yes,Yes,768.0874545
6.796336078,1.0,53.0,33186.785,10,2,1,20.13981517,149.2913801,No,Two Year,DSL,Yes,No,2426.030626
13.69012091,1.0,24.0,19038.78,18,1,0,24.64873861,240.7606959,No,Month-to-month,Fiber Optic,Yes,Yes,3382.424
13.64419363,0.0,20.0,79167.77,17,0,0,9.677739656,126.242338,No,Month-to-month,Fiber Optic,No,No,1129.549713
14.85470353,1.0,53.0,37428.26,13,2,1,9.82814183,188.6701828,No,One year,DSL,Yes,Yes,1771.286466
17.35455406,1.0,53.0,45148.38,6,1,0,7.832238337,171.6836341,No,Month-to-month,Fiber Optic,No,No,943.3391244
7.117737737,5.0,53.0,74855.47,13,3,0,19.45250317,191.0610724,No,Two Year,Fiber Optic,Yes,No,1907.226083
7.949187078,4.0,71.0,33186.785,10,1,0,14.34766616,119.689113,No,Month-to-month,DSL,No,No,1885.939118
8.999994263,1.0,32.0,71596.14,11,0,0,2.257358355,195.4035452,No,One year,Fiber Optic,No,No,631.7435653
4.274255962,1.0,33.0,10389.95,15,1,0,2.358129018,138.1911656,No,One year,Fiber Optic,No,Yes,3382.424
15.45723779,3.0,67.0,19657.14,12,3,0,4.650578623,115.8369419,No,Month-to-month,No service,No,No,593.8572264
7.703726062,0.0,66.0,27827.03,13,1,1,3.721772616,208.068307,No,Month-to-month,No service,Yes,Yes,777.3060718
8.926117575,1.0,53.0,33186.785,12,4,0,3.76663012,187.6215728,No,Month-to-month,DSL,Yes,Yes,1393.202392
12.74200169,0.0,61.0,19815.63,13,0,2,4.151256695,136.0997678,No,One year,Fiber Optic,No,No,393.6524652
7.83211249,0.0,75.0,58482.9,13,0,0,2.188918771,192.0084484,No,Month-to-month,Fiber Optic,Yes,No,3382.424
13.60393581,1.0,63.0,33186.785,9,1,0,13.85488928,221.0353527,No,Month-to-month,DSL,Yes,Yes,2138.107161
5.655483352,0.0,68.0,115510.46,3,1,0,3.273341151,163.0404044,No,Two Year,Fiber Optic,Yes,No,443.984031
8.065866812,2.0,32.0,33186.785,7,1,1,19.75096265,161.1025056,No,Two Year,DSL,No,No,2481.385603
11.47541549,1.0,53.0,33186.785,7,1,0,18.38404445,186.6210869,No,Two Year,DSL,Yes,No,2233.567181
10.37979788,0.0,29.0,24270.88,13,0,0,4.672610857,244.4658583,No,Month-to-month,Fiber Optic,Yes,Yes,3382.424
8.657901827,0.0,53.0,54466.33,17,0,1,6.796299371,124.8019028,No,Month-to-month,Fiber Optic,No,No,529.40733
6.398436616,10.0,23.0,64816.84,14,1,1,36.19603,188.611913,No,Month-to-month,Fiber Optic,No,Yes,1956.7337
9.33803434,1.0,80.0,103311.26,15,1,0,20.31163945,162.443765,No,Month-to-month,Fiber Optic,No,No,2056.386979
12.24404403,0.0,20.0,33186.785,11,1,1,6.998814446,180.2362145,No,One year,Fiber Optic,No,Yes,1067.373076
10.82210354,1.0,69.0,58077.38,12,1,1,14.46288204,222.7999248,No,Month-to-month,No service,Yes,Yes,1806.135733
14.2128601,1.0,53.0,43466.35,10,1,0,11.13472066,182.8863727,No,One year,Fiber Optic,No,Yes,1397.701335
12.58013188,0.0,53.0,23289.77,19,1,0,2.542296644,220.3400058,No,Month-to-month,No service,Yes,Yes,3382.424
11.2210066,2.0,25.0,49158.49,9,1,0,36.19603,170.9110193,No,Two Year,Fiber Optic,Yes,No,1886.531937
15.66159152,1.0,53.0,3805.84,16,0,2,22.79214163,205.7639543,No,Month-to-month,Fiber Optic,No,Yes,2294.781131
5.535347323,3.0,71.0,52616.27,10,2,1,3.823689744,203.7817651,No,Month-to-month,Fiber Optic,No,Yes,826.3438621
8.06201289,3.0,53.0,30550.42,18,1,0,10.77094687,245.0660727,No,Month-to-month,DSL,Yes,Yes,3382.424
13.04270304,2.0,56.0,12154.01,11,0,2,13.08671185,170.9069787,No,Month-to-month,No service,No,Yes,1436.793746
13.73417339,0.0,42.0,30649.31,9,2,2,14.76468813,173.540759,No,Month-to-month,DSL,Yes,No,1963.332683
11.35797937,3.0,33.0,31417.33,14,0,0,9.473091121,194.3065983,No,Month-to-month,Fiber Optic,No,Yes,1324.164906
13.82441538,1.0,47.0,55861.19,16,1,0,5.197446331,135.5831384,No,Month-to-month,Fiber Optic,No,Yes,704.9375603
12.83804501,1.0,53.0,9044.26,18,3,1,6.577552683,194.0043524,No,Two Year,Fiber Optic,Yes,No,3382.424
8.357284687,1.0,63.0,33186.785,10,1,0,3.174571918,158.0420478,No,Month-to-month,Fiber Optic,Yes,No,377.0810282
8.32819175,1.0,53.0,33186.785,9,0,0,17.88002366,113.2171506,No,Month-to-month,Fiber Optic,No,No,1606.489936
10.54819139,0.0,67.0,12527.51,14,2,0,13.12190056,175.1031837,Yes,Month-to-month,Fiber Optic,No,Yes,1431.409396
7.664895103,0.0,56.0,35499.06,13,3,0,23.34617699,162.9713747,Yes,Month-to-month,Fiber Optic,No,Yes,2253.85247
9.418424281,1.0,24.0,33186.785,10,1,0,6.311709178,137.0944878,Yes,One year,DSL,No,No,1353.29384
11.53243433,1.0,79.0,51237.28,12,3,0,12.58298231,276.0538352,No,Two Year,Fiber Optic,Yes,Yes,1701.457566
6.746267321,1.0,61.0,33186.785,16,1,1,7.120096363,128.4032505,No,Month-to-month,DSL,Yes,No,3382.424
8.809358115,0.0,53.0,11014.98,11,2,0,9.344886869,209.8844788,Yes,Two Year,No service,Yes,Yes,1403.270091
15.77290448,4.0,53.0,33186.785,13,1,0,22.37815032,146.6848887,Yes,Two Year,DSL,No,No,2603.903672
4.767299756,3.0,53.0,26130.78,8,2,0,4.799514433,242.8850241,No,One year,No service,Yes,Yes,1256.287854
8.525291338,1.0,65.0,36478.21,14,2,0,10.04672315,116.2578796,Yes,Month-to-month,No service,No,No,980.9935923
8.601294241,1.0,35.0,54533.63,15,2,1,8.156552837,187.3140137,No,Month-to-month,No service,Yes,Yes,1347.869205
11.94399076,1.0,31.0,37103.18,9,3,1,7.992791229,149.3564756,No,Two Year,No service,No,Yes,1127.267848
12.00354554,2.0,34.0,74679.84,11,0,1,7.231032028,125.3158375,No,Two Year,DSL,No,No,1269.836202
7.023897487,1.0,68.0,95028.57,13,0,0,4.627672042,221.1091638,No,Month-to-month,No service,Yes,Yes,1038.745378
12.24142125,0.0,53.0,34281.1,9,0,0,10.05306287,172.9731248,No,Two Year,DSL,No,No,1531.155367
8.145156606,0.0,53.0,36240.81,14,0,1,4.171044392,118.9763446,No,Two Year,DSL,No,No,991.2441024
7.469785397,5.0,32.0,9515.64,11,4,0,4.568682641,219.2776188,No,Month-to-month,No service,Yes,Yes,3382.424
39.69685071,0.0,47.0,125814.88,10,0,1,6.085030507,168.9164634,No,Month-to-month,DSL,Yes,No,1162.332926
13.23580565,8.0,53.0,12995.68,12,1,1,2.730250735,161.8238002,No,Month-to-month,Fiber Optic,Yes,No,577.1157824
1.870075975,1.0,70.0,33186.785,14,1,0,8.574901206,184.5090853,No,Month-to-month,DSL,No,Yes,1442.974877
5.90315482,3.0,41.0,87354.99,10,0,0,9.743201772,253.2506431,No,Month-to-month,Fiber Optic,Yes,Yes,1577.208717
33.93054202,1.0,59.0,76567.85,8,1,0,9.482919033,141.1274081,No,Month-to-month,Fiber Optic,No,No,886.9398744
6.249019913,1.0,53.0,33186.785,12,0,0,8.447988841,179.0707979,No,Two Year,Fiber Optic,No,No,1065.06443
2.37365872,1.0,70.0,33186.785,17,0,0,36.19603,202.6966552,No,One year,Fiber Optic,Yes,No,951.886985
3.600274015,1.0,53.0,31600.92,12,2,0,7.251397592,196.0942607,No,One year,DSL,No,Yes,1404.435534
6.430566138,4.0,75.0,74638.78,10,3,1,14.64011644,255.0383823,No,One year,Fiber Optic,Yes,Yes,3382.424
9.805488063,0.0,26.0,32652.3,9,0,1,11.71637124,177.3716663,Yes,Month-to-month,DSL,No,Yes,3382.424
11.63315076,4.0,25.0,63650.54,8,1,1,4.13273503,170.2282529,No,Two Year,Fiber Optic,No,No,700.7343179
11.37533904,1.0,53.0,28622.6,14,1,0,36.19603,192.516315,No,Month-to-month,Fiber Optic,No,Yes,513.237305
13.11560931,1.0,53.0,33186.785,15,0,2,3.303030246,184.2688987,No,Month-to-month,Fiber Optic,Yes,No,3382.424
10.41519664,3.0,31.0,19800.81,11,2,1,5.15825129,140.0646925,No,One year,DSL,Yes,No,3382.424
13.12456536,10.0,53.0,35954.77,14,1,0,3.237560234,136.8705643,No,Month-to-month,No service,Yes,No,819.4195269
15.38702472,8.0,53.0,36342.31,15,2,0,2.733109234,217.4503781,No,Month-to-month,Fiber Optic,No,Yes,882.1160656
12.05074151,1.0,74.0,33186.785,17,1,0,3.180102025,210.2222873,No,Two Year,No service,Yes,Yes,724.7803356
9.823213453,1.0,49.0,23204.98,10,2,0,15.85983755,104.6070477,No,Two Year,DSL,No,No,3382.424
14.42972975,1.0,47.0,35302.52,16,1,1,11.73724209,263.0255063,No,Month-to-month,Fiber Optic,Yes,Yes,1668.199119
16.73300387,4.0,20.0,33186.785,17,2,0,7.006240694,154.5935618,No,Month-to-month,No service,Yes,No,1124.353152
9.200556985,2.0,26.0,60398.06,10,2,0,5.562130367,173.2698122,No,One year,DSL,Yes,No,3382.424
7.873925555,2.0,72.0,8115.88,8,0,1,14.53027663,219.0979664,No,One year,Fiber Optic,Yes,Yes,1637.201426
10.73651517,1.0,41.0,33858.66,13,0,0,5.905906389,162.6872403,Yes,Month-to-month,Fiber Optic,No,Yes,951.8524406
11.6225905,1.0,26.0,29950.47,12,2,1,3.260462654,184.2411228,No,Month-to-month,DSL,Yes,No,1248.097652
9.985758463,4.0,55.0,49421.69,12,3,0,18.91276578,217.1759217,No,One year,Fiber Optic,Yes,No,2220.255405
9.261203343,1.0,46.0,33186.785,11,2,1,14.25617986,220.8670688,No,Two Year,Fiber Optic,Yes,Yes,1669.202417
9.06736268,0.0,87.0,15388.32,13,1,2,7.983887266,188.8828828,Yes,One year,No service,Yes,Yes,990.0555076
7.519193234,1.0,39.0,33186.785,9,2,1,5.969967132,175.495369,Yes,Two Year,Fiber Optic,No,Yes,967.9819136
11.54405238,0.0,53.0,47877.81,12,0,0,19.95277818,252.7773675,No,Two Year,Fiber Optic,Yes,Yes,2190.259876
10.22501535,0.0,53.0,46154.17,13,1,0,14.85781115,129.8069322,No,One year,No service,No,No,1445.752781
16.4453186,0.0,50.0,107111.8,12,2,0,2.600063739,163.5417337,No,Month-to-month,Fiber Optic,Yes,No,528.6553088
9.848350148,3.0,87.0,10403.59,13,2,1,11.92299244,181.6357117,No,Month-to-month,Fiber Optic,No,Yes,1296.481055
10.71627075,3.0,76.0,22412.6,13,0,0,5.972864167,140.0267951,No,Two Year,DSL,No,Yes,1195.393037
10.26769571,1.0,25.0,19476.27,13,1,0,10.87555535,199.5164467,Yes,Two Year,No service,Yes,Yes,3382.424
8.685938977,3.0,34.0,96382.76,14,0,0,16.00330155,202.7881738,No,Two Year,No service,Yes,Yes,3382.424
7.612883323,1.0,46.0,28022.56,11,0,1,12.63074989,158.567181,No,Two Year,Fiber Optic,Yes,No,1238.421347
6.868690404,1.0,53.0,33186.785,7,2,0,8.4944392,149.2144362,No,Month-to-month,Fiber Optic,No,Yes,847.110799
10.39267899,8.0,57.0,33186.785,12,1,1,8.044444101,151.1347447,No,Month-to-month,Fiber Optic,Yes,No,1112.937102
8.703192042,3.0,58.0,87537.25,14,0,1,12.07358377,136.5814796,No,Two Year,DSL,No,No,1623.045026
13.6104781,4.0,70.0,33186.785,12,0,0,10.21634248,187.906212,No,One year,No service,Yes,Yes,1479.730181
5.661160853,0.0,53.0,32653.51,7,1,0,15.50354683,166.2744191,No,Month-to-month,DSL,No,Yes,2144.735024
11.71135346,1.0,31.0,35321.46,11,0,3,36.19603,161.0835097,No,Month-to-month,Fiber Optic,Yes,No,1522.289512
11.83990902,0.0,38.0,49277.48,10,1,0,19.48900163,171.4896574,No,One year,Fiber Optic,No,Yes,1974.780054
4.278562665,0.0,53.0,37297.82,11,0,0,10.01771765,205.4608577,No,Two Year,Fiber Optic,No,Yes,1261.177198
17.72745923,2.0,53.0,14928.96,14,2,0,7.34059599,147.6333142,No,One year,Fiber Optic,No,No,939.7181324
12.17520352,3.0,66.0,33186.785,11,3,2,12.64742067,163.4094824,No,Month-to-month,Fiber Optic,No,Yes,1357.062854
38.84239397,1.0,58.0,87535.71,15,0,1,8.850426839,150.2503098,No,Two Year,DSL,No,Yes,1456.887443
6.716441223,6.0,51.0,63166.87,11,2,0,3.701557118,208.2316853,No,One year,Fiber Optic,Yes,Yes,937.5863866
12.96882577,1.0,34.0,11856.81,14,1,0,2.976033785,194.0602663,No,One year,No service,Yes,No,830.1193011
8.006243337,1.0,53.0,27326.79,14,1,0,5.522376826,175.0764532,No,Two Year,Fiber Optic,No,Yes,737.8564608
13.44168712,1.0,53.0,12779.23,9,2,1,15.64596698,241.0182456,No,Month-to-month,Fiber Optic,Yes,Yes,1781.854862
12.58697596,4.0,59.0,25519.91,12,1,1,23.00764441,239.8799022,No,Month-to-month,Fiber Optic,Yes,Yes,2464.577489
8.221151632,7.0,23.0,46871.21,10,0,0,17.24924155,139.2626039,No,One year,DSL,No,No,2392.203409
10.43154214,1.0,42.0,77383.72,12,0,0,13.01107597,240.0359705,No,Month-to-month,Fiber Optic,Yes,Yes,1664.19271
12.86494455,1.0,24.0,47395.3,11,3,0,5.104082209,210.9942342,No,Two Year,DSL,Yes,No,1433.616898
10.198227,2.0,81.0,90977.74,10,3,0,3.521499924,146.8941358,No,Two Year,DSL,No,No,823.4933243
10.83533213,8.0,78.0,135727.71,14,0,0,8.08137067,107.2768979,No,Month-to-month,DSL,No,No,1468.357421
8.076759639,1.0,53.0,47726.25,8,5,0,1.875430489,152.4044424,No,Month-to-month,No service,Yes,No,590.7765801
9.449583271,1.0,53.0,51721.64,12,2,0,36.19603,79.37456044,No,One year,No service,No,No,418.6206885
5.622265645,1.0,87.0,41531.03,13,2,0,7.007695148,141.0594068,No,Two Year,DSL,Yes,No,1181.991846
9.726562155,0.0,46.0,33504.8,14,1,0,1.408375942,118.208419,No,One year,DSL,No,Yes,733.4036934
14.81062846,8.0,56.0,34197.3,14,2,1,11.64983735,219.2027657,No,Month-to-month,Fiber Optic,Yes,Yes,1719.173387
40.45405338,1.0,53.0,11518.58,11,3,0,2.964559883,179.4974765,Yes,Two Year,DSL,Yes,No,3382.424
12.96792817,0.0,33.0,31065.17,9,2,1,10.25635754,173.0313406,No,Month-to-month,Fiber Optic,No,Yes,1261.032763
13.39285711,0.0,19.0,32097.17,14,1,1,3.892407013,202.2148537,No,Month-to-month,Fiber Optic,Yes,No,741.7766988
16.68993581,1.0,31.0,23424.88,12,2,1,3.226996711,211.8578547,No,Two Year,Fiber Optic,Yes,Yes,932.6084359
11.8025558,1.0,34.0,35988.24,9,0,0,15.87685513,140.0405498,No,One year,No service,Yes,No,1708.614019
8.245454579,4.0,43.0,35539.7,11,0,1,5.874064017,140.4453409,No,Two Year,DSL,Yes,No,1363.58603
6.842044469,1.0,82.0,27959.34,5,1,0,36.19603,137.1507668,No,Month-to-month,Fiber Optic,No,Yes,472.1057019
7.728726815,6.0,36.0,52232.97,13,1,0,2.905283283,101.8438362,No,Month-to-month,No service,No,No,558.2340556
7.996493886,1.0,48.0,18198.59,17,3,0,36.19603,251.2063088,No,Month-to-month,Fiber Optic,Yes,Yes,815.194738
10.99292261,0.0,53.0,16851.94,11,0,1,18.56165869,195.0369893,No,Month-to-month,No service,Yes,No,2007.303617
11.17905717,1.0,35.0,33186.785,16,1,0,12.39088509,242.9275515,No,Month-to-month,DSL,Yes,Yes,2088.48083
8.339726664,3.0,83.0,44223.58,15,2,0,36.19603,128.4458312,No,Month-to-month,No service,No,Yes,1430.761492
40.90444776,0.0,20.0,33343.73,14,1,0,3.86023041,159.4921694,No,Two Year,No service,No,Yes,822.3008694
9.937781234,0.0,25.0,30664.56,13,4,0,17.72593456,240.4725051,No,One year,Fiber Optic,Yes,Yes,2059.200998
9.565037275,0.0,88.0,31934.04,18,1,0,3.043063167,173.7486679,No,Month-to-month,Fiber Optic,No,Yes,617.542543
9.449157817,1.0,54.0,26676.4,8,0,0,5.827112819,169.4114847,No,One year,Fiber Optic,No,Yes,3382.424
5.345632153,1.0,46.0,67211.95,12,0,1,4.648958177,161.3456391,No,Month-to-month,No service,Yes,No,894.6733856
11.80973568,2.0,75.0,33186.785,14,1,0,11.96274778,121.061571,No,Month-to-month,DSL,No,Yes,1639.898269
11.66008875,1.0,53.0,33186.785,11,0,1,4.525864256,137.5151398,No,Month-to-month,Fiber Optic,No,Yes,3382.424
7.637502914,0.0,51.0,10606.59,12,1,1,8.038308899,207.0882684,Yes,Two Year,Fiber Optic,No,Yes,1092.226042
14.82772628,3.0,81.0,92447.71,12,0,0,1.416592892,149.680349,No,One year,DSL,No,No,757.0097075
12.52705314,0.0,53.0,13612.16,18,0,0,19.83504645,225.0692433,No,Month-to-month,No service,Yes,Yes,2301.850721
46.51160684,3.0,53.0,13765.39,8,2,0,15.85002222,262.467632,No,Month-to-month,DSL,Yes,Yes,2401.406545
10.77879107,2.0,73.0,33186.785,10,2,1,15.94935291,117.1667279,No,Month-to-month,No service,No,Yes,3382.424
11.25662827,1.0,53.0,33186.785,12,1,1,11.94550648,135.7269647,No,Month-to-month,DSL,No,No,1536.589816
8.578383742,8.0,53.0,52143.7,14,1,1,16.03360405,217.5311821,No,Month-to-month,Fiber Optic,Yes,Yes,2153.778421
8.147436948,5.0,41.0,19097.94,13,0,1,21.29342532,125.7386793,No,Two Year,DSL,No,No,2409.195918
10.08453268,1.0,53.0,11301.4,11,0,0,4.95598008,200.2278699,No,One year,DSL,No,Yes,1342.862457
17.58235715,3.0,53.0,17814.0,14,0,0,2.73951266,159.3345151,No,Month-to-month,DSL,Yes,No,1046.054674
